--- Startup times for process: Primary (or UI client) ---

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
085.834  000.040  000.040: require('mason-core.installer.compiler.util')
085.842  000.650  000.087: require('mason-core.installer.compiler')
085.886  000.042  000.042: require('mason-core.installer.linker')
085.890  000.768  000.076: require('mason-core.installer.InstallRunner')
085.930  000.038  000.038: require('mason-core.installer.UninstallRunner')
085.935  001.102  000.057: require('mason-core.package')
085.938  001.139  000.036: require('mason-registry.sources.util')
085.961  001.548  000.086: require('mason-registry.sources.github')
090.935  000.007  000.007: require('vim.F')
091.061  000.039  000.039: require('mason-lspconfig.mappings')
091.065  000.125  000.086: require('mason-lspconfig.features.automatic_enable')
097.728  000.201  000.201: require('vim.lsp.log')
098.628  000.893  000.893: require('vim.lsp.protocol')
098.994  000.359  000.359: require('vim.lsp.util')
099.273  000.099  000.099: require('vim.lsp.sync')
099.287  000.287  000.188: require('vim.lsp._changetracking')
099.894  000.496  000.496: require('vim.lsp._transport')
099.955  000.665  000.169: require('vim.lsp.rpc')
100.165  002.902  000.497: require('vim.lsp')
108.128  000.070  000.070: require('mason-lspconfig.lsp.elixirls')
110.743  000.039  000.039: require('mason-lspconfig.notify')
110.771  000.145  000.106: require('mason-lspconfig.api.command')
111.227  000.056  000.056: sourcing /usr/share/nvim/runtime/plugin/editorconfig.lua
111.233  000.094  000.038: sourcing nvim_exec2() called at /home/collins/.config/nvim/init.lua:0
111.312  000.051  000.051: sourcing /usr/share/nvim/runtime/plugin/man.lua
111.317  000.076  000.026: sourcing nvim_exec2() called at /home/collins/.config/nvim/init.lua:0
111.386  000.044  000.044: sourcing /usr/share/nvim/runtime/plugin/osc52.lua
111.390  000.068  000.024: sourcing nvim_exec2() called at /home/collins/.config/nvim/init.lua:0
111.576  000.161  000.161: sourcing /usr/share/nvim/runtime/plugin/rplugin.vim
111.581  000.185  000.024: sourcing nvim_exec2() called at /home/collins/.config/nvim/init.lua:0
111.674  000.066  000.066: sourcing /usr/share/nvim/runtime/plugin/shada.vim
111.678  000.090  000.024: sourcing nvim_exec2() called at /home/collins/.config/nvim/init.lua:0
111.735  000.019  000.019: sourcing /usr/share/nvim/runtime/plugin/spellfile.vim
111.739  000.055  000.036: sourcing nvim_exec2() called at /home/collins/.config/nvim/init.lua:0
112.081  000.077  000.077: require('core.options')
112.333  107.666  042.554: sourcing /home/collins/.config/nvim/init.lua
112.343  000.697: sourcing vimrc file(s)
112.493  000.044  000.044: sourcing /usr/share/nvim/runtime/filetype.lua
112.703  000.063  000.063: sourcing /usr/share/nvim/runtime/syntax/synload.vim
112.778  000.226  000.163: sourcing /usr/share/nvim/runtime/syntax/syntax.vim
112.790  000.178: inits 3
115.080  002.290: reading ShaDa
115.184  000.104: opening buffers
115.187  000.003: BufEnter autocommands
115.189  000.002: editing files in windows
115.205  000.016: --- NVIM STARTED ---

